period,period_type,source,item,value_jpy_m,value_jpy_m_year_ago,yoy_pct,yoy_pct_published
2023-09,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),86977,83989,3.56,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,97288,86743,12.16,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,266358,251661,5.84,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,42854,45556,-5.93,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,142115,131413,8.14,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:一般機械,1645578,1669144,-1.41,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,43865,38955,12.60,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,55455,54714,1.35,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,44429,49398,-10.06,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,5381,4366,23.23,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:化学製品,974146,956747,1.82,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:医薬品,112776,85133,32.47,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:半導体等製造装置,314424,367698,-14.49,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,503913,547247,-7.92,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:原動機,261484,247973,5.45,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,995206,974112,2.17,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:原材料,136119,126795,7.35,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,189109,165599,14.20,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:映像機器,66500,76647,-13.24,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,170611,170927,-0.18,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,878150,826888,6.20,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,220206,218584,0.74,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,26948,29793,-9.55,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:総額,9198636,8817640,4.32,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,28029,24868,12.71,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,69045,64799,6.55,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:自動車,1653527,1303463,26.86,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,380659,339860,12.00,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:航空機類,26604,20683,28.62,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:船舶,97447,100429,-2.97,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,61442,58199,5.57,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,2226080,1836606,21.21,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:通信機,39211,43362,-9.57,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:重電機器,142432,124770,14.16,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,107254,113762,-5.72,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:金属製品,116670,115857,0.70,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,376411,380657,-1.12,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,178072,230438,-22.72,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:雑製品,515864,480416,7.38,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,198424,215063,-7.74,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:電気機器,1550824,1614908,-3.97,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,171372,180446,-5.03,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:電池,63905,67467,-5.28,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,90160,83327,8.20,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,216466,210281,2.94,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,70444,81091,-13.13,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,18789,20881,-10.02,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:音響機器,3943,4445,-11.29,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,76400,79367,-3.74,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,16817,17851,-5.79,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,6189,7171,-13.70,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,156512,152532,2.61,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,1492389,1144576,30.39,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,39304,38251,2.75,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,362033,401276,-9.78,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,93217,97218,-4.12,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,141500,131162,7.88,
2023-09,MONTH,timeseries:world_exports_by_commodity,E:９．その他,1394014,1307304,6.63,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),220045,505017,-56.43,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),183382,201114,-8.82,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),190171,205514,-7.47,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),44217,45447,-2.71,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),281651,367848,-23.43,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,61385,61163,0.36,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:一般機械,795177,811306,-1.99,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,27253,30017,-9.21,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:化学製品,987772,1263199,-21.80,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:医薬品,428942,601070,-28.64,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,341002,438697,-22.27,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:原動機,152478,138843,9.82,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,771156,858830,-10.21,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:原材料,571428,636904,-10.28,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,896714,1338472,-33.00,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:大豆,14238,38486,-63.01,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:家具,84349,84833,-0.57,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,169862,213182,-20.32,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:木材,25872,42717,-39.43,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),76520,93097,-17.81,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:果実,54094,50406,7.32,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,483620,877337,-44.88,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,53601,79771,-32.81,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,193589,164304,17.82,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:石油製品,219649,239579,-8.32,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:石炭,383694,751495,-48.94,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,194499,190687,2.00,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,114609,137070,-16.39,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:絶縁電線及び絶縁ケーブル,104774,91795,14.14,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:総額,9165554,10942935,-16.24,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,102002,110984,-8.09,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,143569,168522,-14.81,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:自動車,136862,126074,8.56,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,112647,94273,19.49,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:航空機類,53833,18651,188.64,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,397546,404737,-1.78,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,337430,282213,19.57,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:通信機,410503,446369,-8.03,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:重電機器,86347,87290,-1.08,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:野菜,60345,53564,12.66,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:金属製品,138642,133179,4.10,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,150301,142675,5.34,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,111502,125643,-11.25,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,2040329,3292180,-38.02,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:雑製品,1131650,1131137,0.05,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:電気機器,1531069,1656221,-7.56,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,88461,78934,12.07,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,73405,64644,13.55,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,197556,263755,-25.10,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,204900,200235,2.33,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),144261,147495,-2.19,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,681079,723159,-5.82,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,97622,93465,4.45,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,148062,164422,-9.95,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:（電話機）,274471,311823,-11.98,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,778701,816624,-4.64,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,598681,666921,-10.23,
2023-09,MONTH,timeseries:world_imports_by_commodity,I:９．その他,1325239,1295441,2.30,
2023-09,MONTH,timeseries:world_total,E:Exp-Total,9198636,8817640,4.32,
2023-09,MONTH,timeseries:world_total,I:Imp-Total,9165554,10942935,-16.24,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),34972,39528,-11.53,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),95003,90350,5.15,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,99895,96759,3.24,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,274283,269581,1.74,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,42724,51331,-16.77,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,140398,150663,-6.81,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:一般機械,1616178,1725849,-6.35,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,45956,44639,2.95,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,58049,60701,-4.37,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,42161,50401,-16.35,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,6021,5206,15.66,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:化学製品,956959,1039060,-7.90,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:医薬品,82725,95066,-12.98,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:半導体等製造装置,285849,349404,-18.19,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,527976,545723,-3.25,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:原動機,269692,280113,-3.72,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,999073,1030267,-3.03,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:原材料,142158,131236,8.32,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,169323,148470,14.05,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:映像機器,66142,65456,1.05,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,186091,182579,1.92,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,855489,802079,6.66,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,209937,247780,-15.27,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,29522,34785,-15.13,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:総額,9145150,9001317,1.60,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,30457,28794,5.78,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,72173,72109,0.09,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:自動車,1640141,1211029,35.43,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,387007,367639,5.27,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:航空機類,37173,27507,35.14,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:船舶,128386,93539,37.25,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,71767,69576,3.15,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,2267745,1779273,27.45,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:通信機,38036,44822,-15.14,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:重電機器,142848,131662,8.50,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,96007,99272,-3.29,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:金属製品,126805,124809,1.60,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,376357,388430,-3.11,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,170707,195412,-12.64,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:雑製品,462420,547232,-15.50,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,192366,220872,-12.91,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:電気機器,1574915,1638795,-3.90,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,169634,183945,-7.78,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:電池,67768,69062,-1.87,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,85617,90642,-5.54,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,206444,219701,-6.03,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,70612,70343,0.38,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,17600,19467,-9.59,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:音響機器,4470,4887,-8.55,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,77138,89399,-13.71,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,16347,17509,-6.64,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,7564,7141,5.92,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,147435,144353,2.13,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,1488258,1058092,40.65,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,35502,32487,9.28,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,398587,391549,1.80,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,93485,106908,-12.56,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,148179,136441,8.60,
2023-10,MONTH,timeseries:world_exports_by_commodity,E:９．その他,1317909,1349311,-2.33,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:(一般炭),244945,513541,-52.30,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:(揮発油),189225,185854,1.81,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:(電算機類(含周辺機器)),191644,265582,-27.84,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:(電算機類の部分品),43203,52845,-18.25,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:(ＩＣ),351181,408196,-13.97,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:バッグ類,82385,63679,29.38,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:一般機械,833525,870393,-4.24,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:動植物性油脂,25438,26861,-5.30,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:化学製品,1043264,1253891,-16.80,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:医薬品,452482,574027,-21.17,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:半導体等電子部品,412467,479454,-13.97,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:原動機,161142,118781,35.66,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:原料別製品,790799,912758,-13.36,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:原材料,547508,753548,-27.34,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:原油及び粗油,1015405,1219778,-16.75,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:大豆,27521,36440,-24.47,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:家具,86152,93907,-8.26,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:有機化合物,192268,192738,-0.24,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:木材,24247,40775,-40.54,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:木製品及びコルク製品(除家具),76915,97301,-20.95,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:果実,51417,48704,5.57,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:液化天然ガス,497192,794763,-37.44,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:液化石油ガス,54512,64886,-15.99,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:特殊取扱品,171423,173361,-1.12,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:石油製品,248078,243267,1.98,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:石炭,427141,779543,-45.21,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:科学光学機器,229673,200003,14.83,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:穀物類及び同調製品,111470,143819,-22.49,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:絶縁電線及び絶縁ケーブル,117105,109496,6.95,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:総額,9848009,11207260,-12.13,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:織物用糸及び繊維製品,104710,124242,-15.72,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:肉類及び同調製品,157749,172812,-8.72,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:自動車,183096,148856,23.00,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:自動車の部分品,115147,103734,11.00,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:航空機類,38788,50862,-23.74,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:衣類及び同附属品,350856,390604,-10.18,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:輸送用機器,392166,346224,13.27,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:通信機,581882,443576,31.18,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:重電機器,95507,86294,10.68,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:野菜,62260,61362,1.46,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:金属製品,135110,141776,-4.70,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:鉄鉱石,152186,169375,-10.15,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:鉄鋼,117158,126808,-7.61,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:鉱物性燃料,2248412,3112160,-27.75,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:雑製品,1178940,1177026,0.16,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:電気機器,1820711,1723196,5.66,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:電気計測機器,89994,86305,4.27,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:非金属鉱物製品,71475,72324,-1.17,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属,211462,277636,-23.83,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:非鉄金属鉱,159835,260961,-38.75,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:音響・映像機器(含部品),154984,145415,6.58,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:食料品及び動物,698235,769076,-9.21,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:飲料及びたばこ,97586,88767,9.94,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:魚介類及び同調製品,151090,173878,-13.11,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:（電話機）,454766,305882,48.67,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:１．食料品,795821,857843,-7.23,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:２．原料品,572946,780409,-26.58,
2023-10,MONTH,timeseries:world_imports_by_commodity,I:９．その他,1350364,1350386,-0.00,
2023-10,MONTH,timeseries:world_total,E:Exp-Total,9145150,9001317,1.60,
2023-10,MONTH,timeseries:world_total,I:Imp-Total,9848009,11207260,-12.13,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:(電算機類(含周辺機器)),32527,37349,-12.91,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:(電算機類の部分品),84363,88515,-4.69,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:ゴム製品,94777,95577,-0.84,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:プラスチック,257945,254433,1.38,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:ベアリング及び同部分品,39645,49142,-19.33,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:ポンプ及び遠心分離機,129529,133052,-2.65,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:一般機械,1498116,1668922,-10.23,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:二輪自動車・原動機付自転車,49461,53044,-6.76,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:写真用・映画用材料,60072,59138,1.58,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:加熱用・冷却用機器,36147,47928,-24.58,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:動植物性油脂,4261,4385,-2.84,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:化学製品,937795,1003656,-6.56,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:医薬品,113738,107856,5.45,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:半導体等製造装置,283346,316786,-10.56,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:半導体等電子部品,522817,489093,6.90,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:原動機,243537,246548,-1.22,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:原料別製品,950640,1011896,-6.05,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:原材料,132092,124893,5.76,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:建設用・鉱山用機械,161974,179687,-9.86,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:映像機器,60170,68228,-11.81,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:有機化合物,168450,178676,-5.72,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:特殊取扱品,908013,815598,11.33,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:科学光学機器,221015,228447,-3.25,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:紙類及び同製品,27231,29913,-8.96,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:総額,8817953,8836797,-0.21,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:繊維機械,28452,30163,-5.67,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:織物用糸及び繊維製品,68545,68967,-0.61,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:自動車,1666411,1432743,16.31,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:自動車の部分品,341795,311148,9.85,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:航空機類,29954,21278,40.78,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:船舶,109217,142101,-23.14,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:荷役機械,63266,67761,-6.63,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:輸送用機器,2222576,1996518,11.32,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:通信機,38022,39115,-2.79,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:重電機器,127659,120492,5.95,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:金属加工機械,82463,112909,-26.96,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:金属製品,116380,112416,3.53,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:鉄鋼,366883,414956,-11.59,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:鉱物性燃料,134261,137201,-2.14,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:雑製品,457795,482197,-5.06,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:電気回路等の機器,176870,202014,-12.45,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:電気機器,1481437,1487158,-0.38,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:電気計測機器,153689,162727,-5.55,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:電池,60639,69466,-12.71,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:非金属鉱物製品,85414,82401,3.66,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:非鉄金属,189038,204743,-7.67,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器,63983,72639,-11.92,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:音響・映像機器の部分品,17347,18203,-4.70,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:音響機器,3814,4412,-13.56,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:食料品及び動物,76917,88238,-12.83,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:飲料及びたばこ,14051,16135,-12.92,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:（テレビ受像機）,5955,7019,-15.15,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:（バス・トラック）,148869,154381,-3.57,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:（乗用車）,1513113,1272675,18.89,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:（映像記録・再生機器）,32522,34342,-5.30,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:（ＩＣ）,394151,346582,13.73,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:１．食料品,90968,104373,-12.84,
2023-11,MONTH,timeseries:world_exports_by_commodity,E:２．原料品,136352,129278,5.47,
