yyyymm,period_type,stage,lang,section,imex,area,name,level,value_jpy_m,value_year_ago_jpy_m,yoy_pct,quantity,unit,qty_yoy_pct,share_pct,contribution_pt,extra_json,retrieved_at
2026-07,MONTH_PROV,4,en,AREA,I,NEWZELD,NEWZELD,2,35257,,-4.70,,,,,,"{""chiikikuni"": ""NEWZELD"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""34,232"", ""exportnobiritsu"": ""19.4"", ""importkagakue"": ""35,257"", ""importnobiritsu"": ""-4.7"", ""sashihikikagakue"": ""-1,025"", ""sashihikinobiritsu"": ""-87.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,NEWZELD,NEWZELD,2,-1025,,-87.70,,,,,,"{""chiikikuni"": ""NEWZELD"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""34,232"", ""exportnobiritsu"": ""19.4"", ""importkagakue"": ""35,257"", ""importnobiritsu"": ""-4.7"", ""sashihikikagakue"": ""-1,025"", ""sashihikinobiritsu"": ""-87.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,NORTH AMERICA,NORTH AMERICA,1,2276768,,22.10,,,,,,"{""chiikikuni"": ""NORTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""2,276,768"", ""exportnobiritsu"": ""22.1"", ""importkagakue"": ""2,023,590"", ""importnobiritsu"": ""56.3"", ""sashihikikagakue"": ""253,178"", ""sashihikinobiritsu"": ""-55.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,NORTH AMERICA,NORTH AMERICA,1,2023590,,56.30,,,,,,"{""chiikikuni"": ""NORTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""2,276,768"", ""exportnobiritsu"": ""22.1"", ""importkagakue"": ""2,023,590"", ""importnobiritsu"": ""56.3"", ""sashihikikagakue"": ""253,178"", ""sashihikinobiritsu"": ""-55.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,NORTH AMERICA,NORTH AMERICA,1,253178,,-55.60,,,,,,"{""chiikikuni"": ""NORTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""2,276,768"", ""exportnobiritsu"": ""22.1"", ""importkagakue"": ""2,023,590"", ""importnobiritsu"": ""56.3"", ""sashihikikagakue"": ""253,178"", ""sashihikinobiritsu"": ""-55.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,USA,USA,2,2090937,,22,,,,,,"{""chiikikuni"": ""USA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""2,090,937"", ""exportnobiritsu"": ""22.0"", ""importkagakue"": ""1,810,518"", ""importnobiritsu"": ""58.0"", ""sashihikikagakue"": ""280,419"", ""sashihikinobiritsu"": ""-50.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,USA,USA,2,1810518,,58,,,,,,"{""chiikikuni"": ""USA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""2,090,937"", ""exportnobiritsu"": ""22.0"", ""importkagakue"": ""1,810,518"", ""importnobiritsu"": ""58.0"", ""sashihikikagakue"": ""280,419"", ""sashihikinobiritsu"": ""-50.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,USA,USA,2,280419,,-50.70,,,,,,"{""chiikikuni"": ""USA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""2,090,937"", ""exportnobiritsu"": ""22.0"", ""importkagakue"": ""1,810,518"", ""importnobiritsu"": ""58.0"", ""sashihikikagakue"": ""280,419"", ""sashihikinobiritsu"": ""-50.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,CANADA,CANADA,2,185829,,23.30,,,,,,"{""chiikikuni"": ""CANADA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""185,829"", ""exportnobiritsu"": ""23.3"", ""importkagakue"": ""212,044"", ""importnobiritsu"": ""43.8"", ""sashihikikagakue"": ""-26,215"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,CANADA,CANADA,2,212044,,43.80,,,,,,"{""chiikikuni"": ""CANADA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""185,829"", ""exportnobiritsu"": ""23.3"", ""importkagakue"": ""212,044"", ""importnobiritsu"": ""43.8"", ""sashihikikagakue"": ""-26,215"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,CANADA,CANADA,2,-26215,,,,,,,,"{""chiikikuni"": ""CANADA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""185,829"", ""exportnobiritsu"": ""23.3"", ""importkagakue"": ""212,044"", ""importnobiritsu"": ""43.8"", ""sashihikikagakue"": ""-26,215"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,MIDDLE SOUTH AMERICA,MIDDLE SOUTH AMERICA,1,513562,,23.60,,,,,,"{""chiikikuni"": ""MIDDLE SOUTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""513,562"", ""exportnobiritsu"": ""23.6"", ""importkagakue"": ""588,066"", ""importnobiritsu"": ""30.3"", ""sashihikikagakue"": ""-74,504"", ""sashihikinobiritsu"": ""108.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,MIDDLE SOUTH AMERICA,MIDDLE SOUTH AMERICA,1,588066,,30.30,,,,,,"{""chiikikuni"": ""MIDDLE SOUTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""513,562"", ""exportnobiritsu"": ""23.6"", ""importkagakue"": ""588,066"", ""importnobiritsu"": ""30.3"", ""sashihikikagakue"": ""-74,504"", ""sashihikinobiritsu"": ""108.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,MIDDLE SOUTH AMERICA,MIDDLE SOUTH AMERICA,1,-74504,,108.30,,,,,,"{""chiikikuni"": ""MIDDLE SOUTH AMERICA"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""513,562"", ""exportnobiritsu"": ""23.6"", ""importkagakue"": ""588,066"", ""importnobiritsu"": ""30.3"", ""sashihikikagakue"": ""-74,504"", ""sashihikinobiritsu"": ""108.3""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,BRAZIL,BRAZIL,2,73685,,15.80,,,,,,"{""chiikikuni"": ""BRAZIL"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""73,685"", ""exportnobiritsu"": ""15.8"", ""importkagakue"": ""123,715"", ""importnobiritsu"": ""9.6"", ""sashihikikagakue"": ""-50,030"", ""sashihikinobiritsu"": ""1.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,BRAZIL,BRAZIL,2,123715,,9.60,,,,,,"{""chiikikuni"": ""BRAZIL"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""73,685"", ""exportnobiritsu"": ""15.8"", ""importkagakue"": ""123,715"", ""importnobiritsu"": ""9.6"", ""sashihikikagakue"": ""-50,030"", ""sashihikinobiritsu"": ""1.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,BRAZIL,BRAZIL,2,-50030,,1.70,,,,,,"{""chiikikuni"": ""BRAZIL"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""73,685"", ""exportnobiritsu"": ""15.8"", ""importkagakue"": ""123,715"", ""importnobiritsu"": ""9.6"", ""sashihikikagakue"": ""-50,030"", ""sashihikinobiritsu"": ""1.7""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,MEXICO,MEXICO,2,203389,,36.10,,,,,,"{""chiikikuni"": ""MEXICO"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""203,389"", ""exportnobiritsu"": ""36.1"", ""importkagakue"": ""119,861"", ""importnobiritsu"": ""10.1"", ""sashihikikagakue"": ""83,528"", ""sashihikinobiritsu"": ""105.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,MEXICO,MEXICO,2,119861,,10.10,,,,,,"{""chiikikuni"": ""MEXICO"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""203,389"", ""exportnobiritsu"": ""36.1"", ""importkagakue"": ""119,861"", ""importnobiritsu"": ""10.1"", ""sashihikikagakue"": ""83,528"", ""sashihikinobiritsu"": ""105.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,MEXICO,MEXICO,2,83528,,105.80,,,,,,"{""chiikikuni"": ""MEXICO"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""203,389"", ""exportnobiritsu"": ""36.1"", ""importkagakue"": ""119,861"", ""importnobiritsu"": ""10.1"", ""sashihikikagakue"": ""83,528"", ""sashihikinobiritsu"": ""105.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,CHILE,CHILE,2,34408,,92.30,,,,,,"{""chiikikuni"": ""CHILE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""34,408"", ""exportnobiritsu"": ""92.3"", ""importkagakue"": ""163,643"", ""importnobiritsu"": ""53.0"", ""sashihikikagakue"": ""-129,235"", ""sashihikinobiritsu"": ""45.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,CHILE,CHILE,2,163643,,53,,,,,,"{""chiikikuni"": ""CHILE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""34,408"", ""exportnobiritsu"": ""92.3"", ""importkagakue"": ""163,643"", ""importnobiritsu"": ""53.0"", ""sashihikikagakue"": ""-129,235"", ""sashihikinobiritsu"": ""45.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,CHILE,CHILE,2,-129235,,45.10,,,,,,"{""chiikikuni"": ""CHILE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""34,408"", ""exportnobiritsu"": ""92.3"", ""importkagakue"": ""163,643"", ""importnobiritsu"": ""53.0"", ""sashihikikagakue"": ""-129,235"", ""sashihikinobiritsu"": ""45.1""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,WESTERN EUROPE,WESTERN EUROPE,1,1289185,,19.60,,,,,,"{""chiikikuni"": ""WESTERN EUROPE"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,289,185"", ""exportnobiritsu"": ""19.6"", ""importkagakue"": ""1,314,163"", ""importnobiritsu"": ""-0.1"", ""sashihikikagakue"": ""-24,978"", ""sashihikinobiritsu"": ""-89.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,WESTERN EUROPE,WESTERN EUROPE,1,1314163,,-0.10,,,,,,"{""chiikikuni"": ""WESTERN EUROPE"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,289,185"", ""exportnobiritsu"": ""19.6"", ""importkagakue"": ""1,314,163"", ""importnobiritsu"": ""-0.1"", ""sashihikikagakue"": ""-24,978"", ""sashihikinobiritsu"": ""-89.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,WESTERN EUROPE,WESTERN EUROPE,1,-24978,,-89.50,,,,,,"{""chiikikuni"": ""WESTERN EUROPE"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,289,185"", ""exportnobiritsu"": ""19.6"", ""importkagakue"": ""1,314,163"", ""importnobiritsu"": ""-0.1"", ""sashihikikagakue"": ""-24,978"", ""sashihikinobiritsu"": ""-89.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,GERMANY,GERMANY,2,254292,,4.70,,,,,,"{""chiikikuni"": ""GERMANY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""254,292"", ""exportnobiritsu"": ""4.7"", ""importkagakue"": ""277,047"", ""importnobiritsu"": ""-3.6"", ""sashihikikagakue"": ""-22,755"", ""sashihikinobiritsu"": ""-48.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,GERMANY,GERMANY,2,277047,,-3.60,,,,,,"{""chiikikuni"": ""GERMANY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""254,292"", ""exportnobiritsu"": ""4.7"", ""importkagakue"": ""277,047"", ""importnobiritsu"": ""-3.6"", ""sashihikikagakue"": ""-22,755"", ""sashihikinobiritsu"": ""-48.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,GERMANY,GERMANY,2,-22755,,-48.80,,,,,,"{""chiikikuni"": ""GERMANY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""254,292"", ""exportnobiritsu"": ""4.7"", ""importkagakue"": ""277,047"", ""importnobiritsu"": ""-3.6"", ""sashihikikagakue"": ""-22,755"", ""sashihikinobiritsu"": ""-48.8""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,U KING,U KING,2,217904,,16.20,,,,,,"{""chiikikuni"": ""U KING"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""217,904"", ""exportnobiritsu"": ""16.2"", ""importkagakue"": ""126,586"", ""importnobiritsu"": ""18.9"", ""sashihikikagakue"": ""91,318"", ""sashihikinobiritsu"": ""12.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,U KING,U KING,2,126586,,18.90,,,,,,"{""chiikikuni"": ""U KING"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""217,904"", ""exportnobiritsu"": ""16.2"", ""importkagakue"": ""126,586"", ""importnobiritsu"": ""18.9"", ""sashihikikagakue"": ""91,318"", ""sashihikinobiritsu"": ""12.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,U KING,U KING,2,91318,,12.50,,,,,,"{""chiikikuni"": ""U KING"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""217,904"", ""exportnobiritsu"": ""16.2"", ""importkagakue"": ""126,586"", ""importnobiritsu"": ""18.9"", ""sashihikikagakue"": ""91,318"", ""sashihikinobiritsu"": ""12.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,FRANCE,FRANCE,2,108163,,34.90,,,,,,"{""chiikikuni"": ""FRANCE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""108,163"", ""exportnobiritsu"": ""34.9"", ""importkagakue"": ""164,358"", ""importnobiritsu"": ""-18.3"", ""sashihikikagakue"": ""-56,195"", ""sashihikinobiritsu"": ""-53.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,FRANCE,FRANCE,2,164358,,-18.30,,,,,,"{""chiikikuni"": ""FRANCE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""108,163"", ""exportnobiritsu"": ""34.9"", ""importkagakue"": ""164,358"", ""importnobiritsu"": ""-18.3"", ""sashihikikagakue"": ""-56,195"", ""sashihikinobiritsu"": ""-53.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,FRANCE,FRANCE,2,-56195,,-53.60,,,,,,"{""chiikikuni"": ""FRANCE"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""108,163"", ""exportnobiritsu"": ""34.9"", ""importkagakue"": ""164,358"", ""importnobiritsu"": ""-18.3"", ""sashihikikagakue"": ""-56,195"", ""sashihikinobiritsu"": ""-53.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,NETHLDS,NETHLDS,2,167748,,3.10,,,,,,"{""chiikikuni"": ""NETHLDS"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""167,748"", ""exportnobiritsu"": ""3.1"", ""importkagakue"": ""40,475"", ""importnobiritsu"": ""20.5"", ""sashihikikagakue"": ""127,273"", ""sashihikinobiritsu"": ""-1.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,NETHLDS,NETHLDS,2,40475,,20.50,,,,,,"{""chiikikuni"": ""NETHLDS"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""167,748"", ""exportnobiritsu"": ""3.1"", ""importkagakue"": ""40,475"", ""importnobiritsu"": ""20.5"", ""sashihikikagakue"": ""127,273"", ""sashihikinobiritsu"": ""-1.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,NETHLDS,NETHLDS,2,127273,,-1.40,,,,,,"{""chiikikuni"": ""NETHLDS"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""167,748"", ""exportnobiritsu"": ""3.1"", ""importkagakue"": ""40,475"", ""importnobiritsu"": ""20.5"", ""sashihikikagakue"": ""127,273"", ""sashihikinobiritsu"": ""-1.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,ITALY,ITALY,2,72071,,27.10,,,,,,"{""chiikikuni"": ""ITALY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""72,071"", ""exportnobiritsu"": ""27.1"", ""importkagakue"": ""208,086"", ""importnobiritsu"": ""14.1"", ""sashihikikagakue"": ""-136,015"", ""sashihikinobiritsu"": ""8.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,ITALY,ITALY,2,208086,,14.10,,,,,,"{""chiikikuni"": ""ITALY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""72,071"", ""exportnobiritsu"": ""27.1"", ""importkagakue"": ""208,086"", ""importnobiritsu"": ""14.1"", ""sashihikikagakue"": ""-136,015"", ""sashihikinobiritsu"": ""8.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,ITALY,ITALY,2,-136015,,8.20,,,,,,"{""chiikikuni"": ""ITALY"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""72,071"", ""exportnobiritsu"": ""27.1"", ""importkagakue"": ""208,086"", ""importnobiritsu"": ""14.1"", ""sashihikikagakue"": ""-136,015"", ""sashihikinobiritsu"": ""8.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,BELGIUM,BELGIUM,2,117012,,73.60,,,,,,"{""chiikikuni"": ""BELGIUM"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""117,012"", ""exportnobiritsu"": ""73.6"", ""importkagakue"": ""44,218"", ""importnobiritsu"": ""4.7"", ""sashihikikagakue"": ""72,794"", ""sashihikinobiritsu"": ""189.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,BELGIUM,BELGIUM,2,44218,,4.70,,,,,,"{""chiikikuni"": ""BELGIUM"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""117,012"", ""exportnobiritsu"": ""73.6"", ""importkagakue"": ""44,218"", ""importnobiritsu"": ""4.7"", ""sashihikikagakue"": ""72,794"", ""sashihikinobiritsu"": ""189.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,BELGIUM,BELGIUM,2,72794,,189.40,,,,,,"{""chiikikuni"": ""BELGIUM"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""117,012"", ""exportnobiritsu"": ""73.6"", ""importkagakue"": ""44,218"", ""importnobiritsu"": ""4.7"", ""sashihikikagakue"": ""72,794"", ""sashihikinobiritsu"": ""189.4""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,SWITZLD,SWITZLD,2,126268,,59.60,,,,,,"{""chiikikuni"": ""SWITZLD"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""126,268"", ""exportnobiritsu"": ""59.6"", ""importkagakue"": ""131,319"", ""importnobiritsu"": ""14.3"", ""sashihikikagakue"": ""-5,051"", ""sashihikinobiritsu"": ""-85.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,SWITZLD,SWITZLD,2,131319,,14.30,,,,,,"{""chiikikuni"": ""SWITZLD"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""126,268"", ""exportnobiritsu"": ""59.6"", ""importkagakue"": ""131,319"", ""importnobiritsu"": ""14.3"", ""sashihikikagakue"": ""-5,051"", ""sashihikinobiritsu"": ""-85.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,SWITZLD,SWITZLD,2,-5051,,-85.90,,,,,,"{""chiikikuni"": ""SWITZLD"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""126,268"", ""exportnobiritsu"": ""59.6"", ""importkagakue"": ""131,319"", ""importnobiritsu"": ""14.3"", ""sashihikikagakue"": ""-5,051"", ""sashihikinobiritsu"": ""-85.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,SWEDEN,SWEDEN,2,14563,,-29.80,,,,,,"{""chiikikuni"": ""SWEDEN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""14,563"", ""exportnobiritsu"": ""-29.8"", ""importkagakue"": ""47,494"", ""importnobiritsu"": ""10.3"", ""sashihikikagakue"": ""-32,931"", ""sashihikinobiritsu"": ""47.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,SWEDEN,SWEDEN,2,47494,,10.30,,,,,,"{""chiikikuni"": ""SWEDEN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""14,563"", ""exportnobiritsu"": ""-29.8"", ""importkagakue"": ""47,494"", ""importnobiritsu"": ""10.3"", ""sashihikikagakue"": ""-32,931"", ""sashihikinobiritsu"": ""47.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,SWEDEN,SWEDEN,2,-32931,,47.60,,,,,,"{""chiikikuni"": ""SWEDEN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""14,563"", ""exportnobiritsu"": ""-29.8"", ""importkagakue"": ""47,494"", ""importnobiritsu"": ""10.3"", ""sashihikikagakue"": ""-32,931"", ""sashihikinobiritsu"": ""47.6""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,IRELAND,IRELAND,2,23558,,49.30,,,,,,"{""chiikikuni"": ""IRELAND"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""23,558"", ""exportnobiritsu"": ""49.3"", ""importkagakue"": ""76,051"", ""importnobiritsu"": ""-25.8"", ""sashihikikagakue"": ""-52,493"", ""sashihikinobiritsu"": ""-39.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,IRELAND,IRELAND,2,76051,,-25.80,,,,,,"{""chiikikuni"": ""IRELAND"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""23,558"", ""exportnobiritsu"": ""49.3"", ""importkagakue"": ""76,051"", ""importnobiritsu"": ""-25.8"", ""sashihikikagakue"": ""-52,493"", ""sashihikinobiritsu"": ""-39.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,IRELAND,IRELAND,2,-52493,,-39.50,,,,,,"{""chiikikuni"": ""IRELAND"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""23,558"", ""exportnobiritsu"": ""49.3"", ""importkagakue"": ""76,051"", ""importnobiritsu"": ""-25.8"", ""sashihikikagakue"": ""-52,493"", ""sashihikinobiritsu"": ""-39.5""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,SPAIN,SPAIN,2,53700,,30.30,,,,,,"{""chiikikuni"": ""SPAIN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""53,700"", ""exportnobiritsu"": ""30.3"", ""importkagakue"": ""48,815"", ""importnobiritsu"": ""2.6"", ""sashihikikagakue"": ""4,885"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,SPAIN,SPAIN,2,48815,,2.60,,,,,,"{""chiikikuni"": ""SPAIN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""53,700"", ""exportnobiritsu"": ""30.3"", ""importkagakue"": ""48,815"", ""importnobiritsu"": ""2.6"", ""sashihikikagakue"": ""4,885"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,SPAIN,SPAIN,2,4885,,,,,,,,"{""chiikikuni"": ""SPAIN"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""53,700"", ""exportnobiritsu"": ""30.3"", ""importkagakue"": ""48,815"", ""importnobiritsu"": ""2.6"", ""sashihikikagakue"": ""4,885"", ""sashihikinobiritsu"": ""-""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,C&E EURO,C&E EURO,1,230496,,23.80,,,,,,"{""chiikikuni"": ""C&E EURO"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""230,496"", ""exportnobiritsu"": ""23.8"", ""importkagakue"": ""167,376"", ""importnobiritsu"": ""-3.1"", ""sashihikikagakue"": ""63,120"", ""sashihikinobiritsu"": ""370.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,C&E EURO,C&E EURO,1,167376,,-3.10,,,,,,"{""chiikikuni"": ""C&E EURO"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""230,496"", ""exportnobiritsu"": ""23.8"", ""importkagakue"": ""167,376"", ""importnobiritsu"": ""-3.1"", ""sashihikikagakue"": ""63,120"", ""sashihikinobiritsu"": ""370.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,C&E EURO,C&E EURO,1,63120,,370.20,,,,,,"{""chiikikuni"": ""C&E EURO"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""230,496"", ""exportnobiritsu"": ""23.8"", ""importkagakue"": ""167,376"", ""importnobiritsu"": ""-3.1"", ""sashihikikagakue"": ""63,120"", ""sashihikinobiritsu"": ""370.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,RUSSIA,RUSSIA,2,45761,,32.10,,,,,,"{""chiikikuni"": ""RUSSIA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""45,761"", ""exportnobiritsu"": ""32.1"", ""importkagakue"": ""49,768"", ""importnobiritsu"": ""-27.4"", ""sashihikikagakue"": ""-4,007"", ""sashihikinobiritsu"": ""-88.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,RUSSIA,RUSSIA,2,49768,,-27.40,,,,,,"{""chiikikuni"": ""RUSSIA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""45,761"", ""exportnobiritsu"": ""32.1"", ""importkagakue"": ""49,768"", ""importnobiritsu"": ""-27.4"", ""sashihikikagakue"": ""-4,007"", ""sashihikinobiritsu"": ""-88.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,RUSSIA,RUSSIA,2,-4007,,-88.20,,,,,,"{""chiikikuni"": ""RUSSIA"", ""chiikikunikbn"": ""2"", ""exportkagakue"": ""45,761"", ""exportnobiritsu"": ""32.1"", ""importkagakue"": ""49,768"", ""importnobiritsu"": ""-27.4"", ""sashihikikagakue"": ""-4,007"", ""sashihikinobiritsu"": ""-88.2""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,E,(EU),(EU),1,1032573,,19.10,,,,,,"{""chiikikuni"": ""(EU)"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,032,573"", ""exportnobiritsu"": ""19.1"", ""importkagakue"": ""1,119,630"", ""importnobiritsu"": ""-2.3"", ""sashihikikagakue"": ""-87,057"", ""sashihikinobiritsu"": ""-68.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,I,(EU),(EU),1,1119630,,-2.30,,,,,,"{""chiikikuni"": ""(EU)"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,032,573"", ""exportnobiritsu"": ""19.1"", ""importkagakue"": ""1,119,630"", ""importnobiritsu"": ""-2.3"", ""sashihikikagakue"": ""-87,057"", ""sashihikinobiritsu"": ""-68.9""}",2026-09-02
2026-07,MONTH_PROV,4,en,AREA,BAL,(EU),(EU),1,-87057,,-68.90,,,,,,"{""chiikikuni"": ""(EU)"", ""chiikikunikbn"": ""1"", ""exportkagakue"": ""1,032,573"", ""exportnobiritsu"": ""19.1"", ""importkagakue"": ""1,119,630"", ""importnobiritsu"": ""-2.3"", ""sashihikikagakue"": ""-87,057"", ""sashihikinobiritsu"": ""-68.9""}",2026-09-02
